State;Profession;Profesion Key;Agree terms conditions;Card Mastercard;Source;Edad;Region Pais
4;TECNICO AYUDANTE DE OBSTETRICIA;769;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;Estuadiante Universitario;491;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;44;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;22;Región Metropolitana de Santiago
4;desempleado;165;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;cesante;41;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;auxiliar de buses;705;VERDADERO;FALSO;;29;La Araucanía
4;manipuladora de alimentos;322;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;18;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;18;Tarapacá
4;Estudiante;2;VERDADERO;VERDADERO;;18;Bío-Bío
4;profesora;195;VERDADERO;VERDADERO;;38;Región Metropolitana de Santiago
4;ayudante cocina;770;VERDADERO;FALSO;;42;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;18;Bío-Bío
4;independiente;72;VERDADERO;FALSO;;39;Antofagasta
4;intelectual;771;VERDADERO;FALSO;;25;Valparaíso
4;soldador;5;VERDADERO;FALSO;;25;Bío-Bío
4;montaje de andamios;772;VERDADERO;FALSO;;31;Antofagasta
4;estudiante;2;VERDADERO;FALSO;;18;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;29;La Araucanía
4;Ingeniero;18;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;profesora;195;VERDADERO;FALSO;;38;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;estudio;458;VERDADERO;FALSO;;18;Tarapacá
4;estudio;458;VERDADERO;FALSO;;24;Los Lagos
4;administrativa;45;VERDADERO;FALSO;;39;Los Lagos
4;independiente;72;VERDADERO;VERDADERO;;34;Maule
4;Ing civil;773;VERDADERO;VERDADERO;;25;Antofagasta
4;due?±a de casa;8;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;matrona;774;VERDADERO;FALSO;;23;Libertador General Bernardo OHiggins
4;trabajador;98;VERDADERO;FALSO;;23;Libertador General Bernardo OHiggins
4;deportista;693;VERDADERO;VERDADERO;rrssTenpo;19;Región Metropolitana de Santiago
4;suena de casa;775;VERDADERO;FALSO;;34;La Araucanía
4;Trabajador;98;VERDADERO;FALSO;;28;Atacama
4;universitario;205;VERDADERO;FALSO;;22;Maule
4;guardia;131;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;sin empleo;433;VERDADERO;FALSO;;20;Bío-Bío
4;manicurista;294;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;VERDADERO;;25;Región Metropolitana de Santiago
4;vendedor;70;VERDADERO;VERDADERO;;27;Coquimbo
4;Log??stica;776;VERDADERO;FALSO;;44;Región Metropolitana de Santiago
4;contador;113;VERDADERO;FALSO;;53;Coquimbo
4;trabajador;98;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;trabajando;88;VERDADERO;FALSO;;41;Antofagasta
4;vendedor;70;VERDADERO;FALSO;;25;Los Ríos
4;Bartender;49;VERDADERO;VERDADERO;;24;Región Metropolitana de Santiago
4;trabajadora social;253;VERDADERO;VERDADERO;;37;Antofagasta
4;uber;84;VERDADERO;FALSO;;21;Arica y Parinacota
4;slodador;777;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;microempresa;66;VERDADERO;VERDADERO;;38;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;funcionario publico;427;VERDADERO;FALSO;;50;Valparaíso
4;Traductor;778;VERDADERO;FALSO;;28;Valparaíso
4;Independiente;72;VERDADERO;FALSO;;24;Región Metropolitana de Santiago
4;Inform?°tica;231;VERDADERO;FALSO;;23;Los Ríos
4;due?±a de casa;8;VERDADERO;FALSO;;61;Libertador General Bernardo OHiggins
4;mec?°nico automotriz;211;VERDADERO;VERDADERO;;29;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;VERDADERO;;42;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;46;Región Metropolitana de Santiago
4;contratista;202;VERDADERO;VERDADERO;;43;Región Metropolitana de Santiago
4;empleado;4;VERDADERO;VERDADERO;tenpo_web_header;32;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;20;Valparaíso
4;bisuteria;779;VERDADERO;FALSO;;31;Los Lagos
4;ggss;358;VERDADERO;VERDADERO;;29;Región Metropolitana de Santiago
4;operario;349;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;54;Región Metropolitana de Santiago
4;trabadora;780;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;jefe bodega;781;VERDADERO;FALSO;;46;Libertador General Bernardo OHiggins
4;auxicilar aseo;782;VERDADERO;FALSO;;44;Bío-Bío
4;trabajadora;128;VERDADERO;FALSO;;37;Los Lagos
4;trabajo;47;VERDADERO;FALSO;;19;Los Lagos
4;cajera;221;VERDADERO;FALSO;;42;Valparaíso
4;No tengo ocupaci??n mas que ayudar en la casa (de momento);783;VERDADERO;FALSO;;19;Bío-Bío
4;empleado;4;VERDADERO;FALSO;;37;Región Metropolitana de Santiago
4;pensionado;292;VERDADERO;FALSO;;60;Región Metropolitana de Santiago
4;constructor;122;VERDADERO;VERDADERO;;29;Los Ríos
4;due?±a de casa;8;VERDADERO;FALSO;;40;Atacama
4;due?±a de casa;8;VERDADERO;FALSO;;32;Bío-Bío
4;bodeguera;784;VERDADERO;FALSO;;29;Coquimbo
4;Trabajador Social;296;VERDADERO;VERDADERO;;39;Valparaíso
4;Estudiante universitario;162;VERDADERO;VERDADERO;;18;Región Metropolitana de Santiago
4;operador maquinaria pesada;785;VERDADERO;FALSO;;32;Bío-Bío
4;fotografo;242;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;chofer;353;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;Electricista;183;VERDADERO;FALSO;;56;Región Metropolitana de Santiago
4;educadora;719;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;cesante;41;VERDADERO;FALSO;;50;Los Lagos
4;estudiante t?©cnico en administraci??n de empresas;786;VERDADERO;FALSO;;24;Bío-Bío
4;conductor;220;VERDADERO;FALSO;;33;Coquimbo
4;t?©cnico en Administraci??n;787;VERDADERO;FALSO;;62;Región Metropolitana de Santiago
4;INGENIERO;18;VERDADERO;FALSO;;50;Coquimbo
4;CIRUJANO DENTISTA;788;VERDADERO;FALSO;;35;Los Lagos
4;CONTADOR;113;VERDADERO;FALSO;;61;Región Metropolitana de Santiago
4;operario;349;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;due?±a de casa cuidando a mi beb?©;789;VERDADERO;FALSO;;19;Región Metropolitana de Santiago
4;ingeniero informatico;790;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;administraci??n;22;VERDADERO;VERDADERO;;36;Región Metropolitana de Santiago
4;electrico;323;VERDADERO;FALSO;;53;Bío-Bío
4;m?©dico;192;VERDADERO;FALSO;;28;Bío-Bío
4;Ingeniero;18;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;Operario;349;VERDADERO;VERDADERO;;54;Valparaíso
4;dependiente;31;VERDADERO;VERDADERO;;30;Región Metropolitana de Santiago
4;guardia de seguridad;27;VERDADERO;FALSO;;55;Región Metropolitana de Santiago
4;otra;791;VERDADERO;FALSO;;28;Valparaíso
4;vendedor;70;VERDADERO;FALSO;;37;Atacama
4;ignacio;792;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;Profesor;64;VERDADERO;FALSO;;47;Bío-Bío
4;guardia de seguridad;27;VERDADERO;VERDADERO;;30;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;18;Tarapacá
4;trabajador independiente;270;VERDADERO;FALSO;;35;Tarapacá
4;CONTADOR;113;VERDADERO;FALSO;;43;Valparaíso
4;Empleado;4;VERDADERO;FALSO;;44;Bío-Bío
4;secretar??a;643;VERDADERO;FALSO;;44;Región Metropolitana de Santiago
4;Carabinero;201;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;mantenedor;499;VERDADERO;FALSO;;49;Coquimbo
4;estudiante;2;VERDADERO;FALSO;;19;Región Metropolitana de Santiago
4;operario log??stico;793;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;20;Los Lagos
4;Estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;Analista de Custodia;794;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;mecanico;144;VERDADERO;FALSO;;56;Coquimbo
4;operario;349;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;18;Región Metropolitana de Santiago
4;t?©cnico en odontologia;795;VERDADERO;FALSO;;42;Región Metropolitana de Santiago
4;ingeniero;18;VERDADERO;VERDADERO;;34;Bío-Bío
4;independiente;72;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;VERDADERO;;24;Región Metropolitana de Santiago
4;ing comercial;796;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;Administrador;180;VERDADERO;FALSO;;57;Los Ríos
4;empleado;4;VERDADERO;FALSO;;45;Magallanes y de La Antártica Chilena
4;due?±a de casa;8;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;estudiantil;797;VERDADERO;FALSO;;18;Región Metropolitana de Santiago
4;T?©cnico El?©ctrico;373;VERDADERO;VERDADERO;;28;Región Metropolitana de Santiago
4;conductor;220;VERDADERO;FALSO;;67;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;PROFESOR;64;VERDADERO;FALSO;;55;Valparaíso
4;estudiante;2;VERDADERO;FALSO;;42;Región Metropolitana de Santiago
4;T?©cnico;21;VERDADERO;FALSO;;49;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;obrero;173;VERDADERO;FALSO;;35;Los Lagos
4;estudiante;2;VERDADERO;FALSO;;19;Bío-Bío
4;agricultura;798;VERDADERO;FALSO;;72;Libertador General Bernardo OHiggins
4;adiministrativo;799;VERDADERO;FALSO;;45;Región Metropolitana de Santiago
4;cesante;41;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;trabajo independiente;341;VERDADERO;FALSO;;22;Tarapacá
4;contador auditor;148;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;agua;800;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;51;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;18;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;operador forestal;801;VERDADERO;FALSO;;59;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;SECRETARIA(O);133;VERDADERO;FALSO;;45;Maule
4;soldador;5;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;profesora;195;VERDADERO;FALSO;;26;Región Metropolitana de Santiago
4;operario;349;VERDADERO;FALSO;;59;Región Metropolitana de Santiago
4;INGENIERO;18;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;programador;264;VERDADERO;VERDADERO;;25;Región Metropolitana de Santiago
4;estudiar;802;VERDADERO;FALSO;;19;Atacama
4;nada;251;VERDADERO;FALSO;;25;Los Lagos
4;Administrativo;67;VERDADERO;VERDADERO;;28;Libertador General Bernardo OHiggins
4;estudiante;2;VERDADERO;FALSO;;26;Tarapacá
4;Ing Log??stico;803;VERDADERO;FALSO;;46;Región Metropolitana de Santiago
4;chofer;353;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;Alba?±il;591;VERDADERO;FALSO;;30;Valparaíso
4;guardia;131;VERDADERO;FALSO;;52;Región Metropolitana de Santiago
4;mec?°nico industrial;737;VERDADERO;VERDADERO;;43;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;temporero;309;VERDADERO;FALSO;;30;Libertador General Bernardo OHiggins
4;transportista;290;VERDADERO;FALSO;;30;Los Ríos
4;trabajador y estudiante;804;VERDADERO;VERDADERO;;27;Región Metropolitana de Santiago
4;Trabajadora;128;VERDADERO;FALSO;;56;Región Metropolitana de Santiago
4;empleado p??blico;156;VERDADERO;FALSO;;61;Región Metropolitana de Santiago
4;ANALISTA;25;VERDADERO;FALSO;;40;Región Metropolitana de Santiago
4;Profesora;195;VERDADERO;VERDADERO;;54;Coquimbo
4;Ingeniero constructor;707;VERDADERO;VERDADERO;;31;Región Metropolitana de Santiago
4;artista;184;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;MEDICO CIRUJANO;187;VERDADERO;FALSO;;40;Bío-Bío
4;ama de casa;219;VERDADERO;FALSO;;31;Arica y Parinacota
4;vendedora;35;VERDADERO;FALSO;;25;Los Ríos
4;comerciante;32;VERDADERO;FALSO;;42;Los Lagos
4;independiente;72;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;tens;53;VERDADERO;FALSO;;46;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;19;Región Metropolitana de Santiago
4;PERIODISTA;120;VERDADERO;FALSO;;45;Región Metropolitana de Santiago
4;ARQUITECTO;138;VERDADERO;FALSO;;62;Región Metropolitana de Santiago
4;ama de casa;219;VERDADERO;FALSO;;23;Arica y Parinacota
4;due?±ha de casa;805;VERDADERO;FALSO;;37;Coquimbo
4;trabajolica;806;VERDADERO;FALSO;;30;Bío-Bío
4;desempleada;116;VERDADERO;FALSO;;30;Antofagasta
4;ejecutivo ventas;807;VERDADERO;FALSO;;49;Valparaíso
4;Periodista;120;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;operador cctv;263;VERDADERO;FALSO;;56;Región Metropolitana de Santiago
4;Lector;808;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;19;Región Metropolitana de Santiago
4;Jefe de Hogar;522;VERDADERO;FALSO;;65;Región Metropolitana de Santiago
4;trabajardor independiente;809;VERDADERO;FALSO;;20;Los Lagos
4;trabajador;98;VERDADERO;FALSO;;31;La Araucanía
4;trabajador en construcci??n;810;VERDADERO;VERDADERO;;26;Maule
4;due?±a de casa;8;VERDADERO;FALSO;;24;La Araucanía
4;Estudiante;2;VERDADERO;FALSO;;19;Libertador General Bernardo OHiggins
4;Colaborador;811;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;empleado publico;6;VERDADERO;FALSO;;47;Tarapacá
4;operario;349;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;20;Bío-Bío
4;trabajando;88;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;en casa;618;VERDADERO;FALSO;;22;Los Ríos
4;contador;113;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;cesante;41;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;temporero;309;VERDADERO;FALSO;;51;Coquimbo
4;due?±a de casa;8;VERDADERO;FALSO;;49;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;21;Arica y Parinacota
4;bartender;49;VERDADERO;FALSO;;25;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;Asistente de casino;812;VERDADERO;FALSO;;25;Libertador General Bernardo OHiggins
4;ing el?©ctrico;813;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;38;Maule
4;guardia de seguridad;27;VERDADERO;FALSO;;23;La Araucanía
4;personal en Retiro;814;VERDADERO;FALSO;;54;Región Metropolitana de Santiago
4;mecanico;144;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;asesor comercial;815;VERDADERO;FALSO;;59;Maule
4;pensionado;292;VERDADERO;FALSO;;74;Región Metropolitana de Santiago
4;due?±a casa;152;VERDADERO;FALSO;;33;Región Metropolitana de Santiago
4;profesora;195;VERDADERO;VERDADERO;;58;Los Ríos
4;estudiante;2;VERDADERO;FALSO;;24;Región Metropolitana de Santiago
4;SIN ACTIVIDAD;3;VERDADERO;FALSO;;53;Valparaíso
4;estudiante;2;VERDADERO;FALSO;;20;Valparaíso
4;camionero;816;VERDADERO;FALSO;;34;Tarapacá
4;operador de gr??a;817;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;recolector de basura;818;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;23;Bío-Bío
4;estudiante abogado;819;VERDADERO;FALSO;;32;Bío-Bío
4;maestro maswuchero;820;VERDADERO;FALSO;;57;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;18;Región Metropolitana de Santiago
4;vendedora;35;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;Chile;453;VERDADERO;FALSO;;47;Valparaíso
4;trazador;670;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Valparaíso
4;pesta?±itas;821;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;22;Atacama
4;trabajadora;128;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;chilena;628;VERDADERO;FALSO;;18;Antofagasta
4;estudiante;2;VERDADERO;FALSO;;21;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;57;Bío-Bío
4;conductor;220;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;ingeniero inform?°tico;216;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;38;Región Metropolitana de Santiago
4;maestro;115;VERDADERO;FALSO;;47;Región Metropolitana de Santiago
4;operador de maquinaria;822;VERDADERO;FALSO;;30;Bío-Bío
4;asistente;142;VERDADERO;FALSO;;34;Antofagasta
4;Estudiante;2;VERDADERO;FALSO;;26;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;45;Bío-Bío
4;maestro aluminio;823;VERDADERO;FALSO;;49;Región Metropolitana de Santiago
4;Docente de Ingl?©s;824;VERDADERO;FALSO;;28;Los Lagos
4;el?©ctrico;825;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;trabajador dependiente;24;VERDADERO;FALSO;;35;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;VERDADERO;;68;Región Metropolitana de Santiago
4;PROFESOR;64;VERDADERO;FALSO;;55;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;22;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;22;Valparaíso
4;aseo;826;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;asistentes integral;827;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;Operador de Frigorifico Temuco;828;VERDADERO;FALSO;;65;La Araucanía
4;due?±a de casa;8;VERDADERO;FALSO;;59;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;Independiente;72;VERDADERO;FALSO;;40;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;20;La Araucanía
4;profesora;195;VERDADERO;FALSO;;29;Antofagasta
4;estudiante;2;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;independiente;72;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;casa;245;VERDADERO;FALSO;;37;Región Metropolitana de Santiago
4;T?©cnico Vertical;829;VERDADERO;FALSO;;34;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;PROFESIONAL DE LA SALUD;830;VERDADERO;VERDADERO;;31;Coquimbo
4;operario;349;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;construcci??n;151;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;Publicista;74;VERDADERO;FALSO;;22;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;21;Valparaíso
4;administrativo;67;VERDADERO;VERDADERO;;44;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;20;Bío-Bío
4;Trabajador;98;VERDADERO;FALSO;;55;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;21;Libertador General Bernardo OHiggins
4;Estudiante;2;VERDADERO;FALSO;;23;Arica y Parinacota
4;sonidista;255;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;Arquitecta;831;VERDADERO;FALSO;;36;Región Metropolitana de Santiago
4;otros;60;VERDADERO;VERDADERO;;34;Región Metropolitana de Santiago
4;auxiliar;391;VERDADERO;FALSO;;37;Los Lagos
4;mucama;832;VERDADERO;FALSO;;43;Antofagasta
4;tec asistente de parvulos;833;VERDADERO;FALSO;;21;Bío-Bío
4;sin oficio;105;VERDADERO;FALSO;;21;Valparaíso
4;bodedegero;834;VERDADERO;FALSO;;32;Bío-Bío
4;due?±a de casa y dise?±o gr?°fico;835;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;Cesante;41;VERDADERO;FALSO;;39;Región Metropolitana de Santiago
4;Publicista;74;VERDADERO;VERDADERO;;37;Región Metropolitana de Santiago
4;comercio;509;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;contadora;428;VERDADERO;FALSO;;30;Región Metropolitana de Santiago
4;auxiliar de enfermer??a;836;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;28;Región Metropolitana de Santiago
4;cesante;41;VERDADERO;FALSO;;34;Magallanes y de La Antártica Chilena
4;carpintero;114;VERDADERO;FALSO;;23;Región Metropolitana de Santiago
4;trabajador;98;VERDADERO;FALSO;;33;Valparaíso
4;Coordinadora;837;VERDADERO;VERDADERO;;35;Región Metropolitana de Santiago
4;operadora;687;VERDADERO;FALSO;;38;Antofagasta
4;trabajo en la minera el abra;838;VERDADERO;FALSO;;57;Antofagasta
4;Jefe Terreno;839;VERDADERO;FALSO;;42;Libertador General Bernardo OHiggins
4;estudio;458;VERDADERO;FALSO;;19;La Araucanía
4;auditor;197;VERDADERO;VERDADERO;;44;Región Metropolitana de Santiago
4;seguridad privada;408;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;t?©cnica;840;VERDADERO;FALSO;;25;Magallanes y de La Antártica Chilena
4;asesor de negocios;841;VERDADERO;VERDADERO;;28;Región Metropolitana de Santiago
4;duenda de casa;842;VERDADERO;FALSO;;61;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;27;Bío-Bío
4;chef;196;VERDADERO;FALSO;;42;Los Lagos
4;estudiante;2;VERDADERO;FALSO;;18;Región Metropolitana de Santiago
4;supervisor;48;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;28;Bío-Bío
4;due?±a de casa;8;VERDADERO;FALSO;compara;29;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;20;Valparaíso
4;ama de casa;219;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;cocinera;9;VERDADERO;FALSO;;34;Libertador General Bernardo OHiggins
4;ingeniero civil industrial;124;VERDADERO;FALSO;;41;Región Metropolitana de Santiago
4;carpintero;114;VERDADERO;FALSO;;25;Valparaíso
4;mantenimiento lodge cordillera;843;VERDADERO;VERDADERO;;28;Bío-Bío
4;due?±a de casa;8;VERDADERO;FALSO;;42;Maule
4;trabajador;98;VERDADERO;FALSO;;27;Región Metropolitana de Santiago
4;Supervisor Logistico;844;VERDADERO;VERDADERO;;45;Región Metropolitana de Santiago
4;auxiliar de bodega;409;VERDADERO;FALSO;;32;Región Metropolitana de Santiago
4;Constructor;122;VERDADERO;VERDADERO;;40;Los Lagos
4;estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;t?©cnico mec?°nico;54;VERDADERO;VERDADERO;;44;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;ing comercial;796;VERDADERO;FALSO;;25;Región Metropolitana de Santiago
4;Operaria;112;VERDADERO;FALSO;;49;Región Metropolitana de Santiago
4;due?±a de casa;8;VERDADERO;FALSO;;45;Los Ríos
4;obrero;173;VERDADERO;FALSO;;29;Región Metropolitana de Santiago
4;administrador;180;VERDADERO;FALSO;;34;Coquimbo
4;guardia;131;VERDADERO;FALSO;;19;Antofagasta
4;cesante;41;VERDADERO;FALSO;;22;Bío-Bío
4;Estudiante;2;VERDADERO;FALSO;sms_banner_web;26;Libertador General Bernardo OHiggins
4;Administraci??n;22;VERDADERO;FALSO;;43;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;19;Bío-Bío
4;Fisioterapeuta;845;VERDADERO;FALSO;;23;Magallanes y de La Antártica Chilena
4;conserje;117;VERDADERO;FALSO;;48;Región Metropolitana de Santiago
4;auxiliar;391;VERDADERO;FALSO;;38;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;23;Valparaíso
4;Guardia;131;VERDADERO;FALSO;;43;Valparaíso
4;maestro;115;VERDADERO;FALSO;;33;Bío-Bío
4;estudiante;2;VERDADERO;FALSO;;20;Región Metropolitana de Santiago
4;Independiente;72;VERDADERO;VERDADERO;;33;Región Metropolitana de Santiago
4;atendedor;523;VERDADERO;FALSO;;35;Los Lagos
4;parking;846;VERDADERO;FALSO;;60;Bío-Bío
4;trabajo;47;VERDADERO;FALSO;;18;Bío-Bío
4;el?©ctrico;825;VERDADERO;FALSO;;42;Valparaíso
4;administraci??n;22;VERDADERO;FALSO;;49;Maule
4;estudiante;2;VERDADERO;FALSO;;24;Región Metropolitana de Santiago
4;TECNICO DE NIVEL SUPERIOR EN ENFERMERIA;159;VERDADERO;FALSO;;31;Región Metropolitana de Santiago
4;trabajando;88;VERDADERO;VERDADERO;;26;Región Metropolitana de Santiago
4;Estudiante;2;VERDADERO;FALSO;;28;La Araucanía
4;Vendedor;70;VERDADERO;VERDADERO;;18;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;VERDADERO;;25;Valparaíso
4;sin ocupacion;645;VERDADERO;FALSO;;46;Región Metropolitana de Santiago
4;estudiante;2;VERDADERO;FALSO;;19;Libertador General Bernardo OHiggins
4;acesor de ventas;847;VERDADERO;FALSO;;29;Maule
4;dependiente;31;VERDADERO;FALSO;;28;Región Metropolitana de Santiago
